#VARNUM,VARNAM,VARUNIT,SHORTNAME,DOMAIN,PRECISION,DECIMALS,REPORTFORM,UNITCODE,ACTIVE,ALPHAVAR,CATEGORY1,CATEGORY2,SPARE1,SPARE2,DBVER24,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
3328,Demeton O&S 8065-48-5 (\181g/l),micrograms/litre,Demeton O&S 8065-48-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3329,Demeton-S-methyl 919-86-8 (\181g/l),micrograms/litre,Demeton-S-methyl 919,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3330,Diazinon 333-41-5 (\181g/l),micrograms/litre,Diazinon 333-41-5 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3331,Dichlorvos 62-73-7 (\181g/l),micrograms/litre,Dichlorvos 62-73-7 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3332,Dimethoate 60-51-5 (\181g/l),micrograms/litre,Dimethoate 60-51-5 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3333,Disulfoton 298-04-4 (\181g/l),micrograms/litre,Disulfoton 298-04-4,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3334,Fenthion 55-38-9 (\181g/l),micrograms/litre,Fenthion 55-38-9 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3335,Malathion 121-75-5 (\181g/l),micrograms/litre,Malathion 121-75-5 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3336,Folex - Merphos 150-50-5 (\181g/l),micrograms/litre,Folex - Merphos 150-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3337,0-methoate 1113-02-6 (\181g/l),micrograms/litre,0-methoate 1113-02-6,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3338,Mevinphos 7786-34-7 (\181g/l),micrograms/litre,Mevinphos 7786-34-7,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3339,Monocrotophos 6923-22-4 (\181g/l),micrograms/litre,Monocrotophos 6923-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3340,Parathion (ethyl) 56-38-2 (\181g/l),micrograms/litre,Parathion (ethyl) 56,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3341,Parathion (methyl) 298-00-0 (\181g/l),micrograms/litre,Parathion (methyl) 2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3342,Profenofos 41198-08-7 (\181g/l),micrograms/litre,Profenofos 41198-08-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3343,Phorate 298-02-2 (\181g/l),micrograms/litre,Phorate 298-02-2 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3344,Sulfotep - dithione 3689-24-5 (\181g/l),micrograms/litre,Sulfotep - dithione,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3345,Thiometon 640-15-3 (\181g/l),micrograms/litre,Thiometon 640-15-3 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3346,Trichlorfon 52-68-6 (\181g/l),micrograms/litre,Trichlorfon 52-68-6,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3347,Formothion ???2540-82-1 (\181g/l),micrograms/litre,Formothion ???2540-8,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3348,Methamidophos ???10265-92-6 (\181g/l),micrograms/litre,Methamidophos ???102,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3391,Bromophos Ethyl (mg/l),mg/l,Bromophos Ethyl (mg/,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3392,Ethion (mg/l),mg/l,Ethion (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3393,Carbophenothion (ug/l),ug/l,Carbophenothion,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,19/09/2012,1911,PDOWLAND
3394,Chlorpyrifos-methyl 5598-13-0 (\181g/l),micrograms/litre,Chlorpyrifos-methyl,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,20/09/2012,845,PDOWLAND
3395,Chlorfenvinphos 470-90-6 (\181g/l),micrograms/litre,Chlorfenvinphos,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,20/09/2012,849,PDOWLAND
3396,Pirimphos-ethyl 23505-41-1(\181g/l),micrograms/litre,Pirimphos-ethyl,WQ,0.00001,5,LEVEL,UT,T,,,,,,F,,0,,20/09/2012,854,PDOWLAND
3397,Fenamiphos 22224-92-6(\181g/l),micrograms/litre,Fenamiphos,WQ,0.00001,5,LEVEL,UT,T,,,,,,F,,0,,20/09/2012,857,PDOWLAND
3398,Prothiofos 34643-46-4(\181g/l),micrograms/litre,Prothiofos,WQ,0.00001,5,LEVEL,UT,T,,,,,,F,,0,,20/09/2012,859,PDOWLAND
3501,Total Carbamates (mg/l),mg/l,Total Carbamates (mg,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3502,Total Carbamates (\181g/l),micrograms/litre,Total Carbamates (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3521,Propoxur 114-26-1 (\181g/l),micrograms/litre,Propoxur 114-26-1 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3522,Aldicarb 116-06-3 (\181g/l),micrograms/litre,Aldicarb 116-06-3 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3523,Carbofuran 1563-66-2 (\181g/l),micrograms/litre,Carbofuran 1563-66-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3524,Methomyl 16752-77-5 (\181g/l),micrograms/litre,Methomyl 16752-77-5,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3525,Methiocarb 2032-65-7 (\181g/l),micrograms/litre,Methiocarb 2032-65-7,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3526,Bentazon 25057-89-0 (\181g/l),micrograms/litre,Bentazon 25057-89-0,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3527,Bendiocarb 22781-23-3 (\181g/l),micrograms/litre,Bendiocarb 22781-23-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3528,Benthiocarb 28249-77-6 (\181g/l),micrograms/litre,Benthiocarb 28249-77,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3529,Carbaryl 63-25-2 (\181g/l),micrograms/litre,Carbaryl 63-25-2 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3701,Total Pyrethroids (mg/l),mg/l,Total Pyrethroids (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3702,Total Pyrethroids (\181g/l),micrograms/litre,Total Pyrethroids (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3721,Alphamethrin ??? (\181g/l),micrograms/litre,Alphamethrin ??? (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3722,Deltamethrin ???52918-63-5 (\181g/l),micrograms/litre,Deltamethrin ???5291,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3723,Lambdacyhalothrin ??? (\181g/l),micrograms/litre,Lambdacyhalothrin ??,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3724,Fenvalerate 51630-58-1 (\181g/l),micrograms/litre,Fenvalerate 51630-58,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3725,Cypermethrin 52315-07-8 (\181g/l),micrograms/litre,Cypermethrin 52315-0,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3726,Fluvalinate 69409-94-5 (\181g/l),micrograms/litre,Fluvalinate 69409-94,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3922,Omite (propargite) 2312-35-8 (\181g/l),micrograms/litre,Omite (propargite) 2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3923,Oxyfluorfen 42874-03-3 (\181g/l),micrograms/litre,Oxyfluorfen 42874-03,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3924,Baythroid 68359-37-5 (\181g/l),micrograms/litre,Baythroid 68359-37-5,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3925,Permethrin 52645-53-1 (\181g/l),micrograms/litre,Permethrin 52645-53-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3926,Dicofol (Kelthane) 115-32-2 (\181g/l),micrograms/litre,Dicofol (Kelthane) 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4001,Total triazines (mg/l),mg/l,Total triazines (mg/,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4002,Total triazines (\181g/l),micrograms/litre,Total triazines (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4021,Simazine 122-34-9 (\181g/l),micrograms/litre,Simazine 122-34-9 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4022,Propazine 139-40-2 (\181g/l),micrograms/litre,Propazine 139-40-2 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4023,Prometon 1610-18-0 (\181g/l),micrograms/litre,Prometon 1610-18-0 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4024,Atrazine 1912-24-9 (\181g/l),micrograms/litre,Atrazine 1912-24-9 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4025,Prometryne 7287-19-6 (\181g/l),micrograms/litre,Prometryne 7287-19-6,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4201,Total phenyl ureas (mg/l),mg/l,Total phenyl ureas (,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4202,Total phenyl ureas (\181g/l),micrograms/litre,Total phenyl ureas (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4221,Fluometuron 2164-17-2 (\181g/l),micrograms/litre,Fluometuron 2164-17-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4222,Diuron 330-54-1 (\181g/l),micrograms/litre,Diuron 330-54-1 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4223,Linuron 330-55-2 (\181g/l),micrograms/litre,Linuron 330-55-2 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4401,Total benzoic acid type herbicides (mg/l,mg/l,Total benzoic acid t,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4402,Total benzoic acid type herbicides (\181g/l,micrograms/litre,Total benzoic acid t,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4403,2\0444-D and 2\0444\0445-T (mg/l),mg/l,2\0444-D and 2\0444\0445-T (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4404,2\0444-D and 2\0444\0445-T (\181g/l),micrograms/litre,2\0444-D and 2\0444\0445-T (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4421,Mecoprop 93-65-2 (\181g/l),micrograms/litre,Mecoprop 93-65-2 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4422,4-chloro-o-Tolyloxyacetic acid (MCPA) (u,micrograms/litre,4-chloro-o-Tolyloxya,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4423,2\0444-D 94-75-7 (\181g/l),micrograms/litre,2\0444-D 94-75-7 (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4424,Dicamba 1918-00-9 (\181g/l),micrograms/litre,Dicamba 1918-00-9 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4425,2\0444\0445-T 93-76-5 (\181g/l),micrograms/litre,2\0444\0445-T 93-76-5 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4426,2\0444\0445-TP (Silvex) 93-72-1 (\181g/l),micrograms/litre,2\0444\0445-TP (Silvex) 93,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4601,Total dipyridyls milligrams/litre (mg/l),mg/l,Total dipyridyls mil,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4602,Total dipyridyls micrograms/litre (\181g/l),micrograms/litre,Total dipyridyls mic,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4621,S\044S\044S-Tributylphosphortrithioate(Degreen,mg/l,S\044S\044S-Tributylphosph,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4622,Paraquat 1910-42-5 (\181g/l),micrograms/litre,Paraquat 1910-42-5 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4623,Glyphosate 1071-83-6 (\181g/l),micrograms/litre,Glyphosate 1071-83-6,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4624,DSMA 144-21-8 (\181g/l),micrograms/litre,DSMA 144-21-8 (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4625,Endothal 145-73-3 (\181g/l),micrograms/litre,Endothal 145-73-3 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4626,Trifluralin 1582-09-8 (\181g/l),micrograms/litre,Trifluralin 1582-09-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4627,Benefin 1861-40-1 (\181g/l),micrograms/litre,Benefin 1861-40-1 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4628,Oxyfluorfen 42874-03-3 (\181g/l),micrograms/litre,Oxyfluorfen 42874-03,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4629,Aminotriazole 61-82-5 (\181g/l),micrograms/litre,Aminotriazole 61-82-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4630,Diquat Dibromide 6385-62-2 (\181g/l),micrograms/litre,Diquat Dibromide 638,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4631,Trichloroacetic Acid 76-03-9 (\181g/l),micrograms/litre,Trichloroacetic Acid,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4632,Thidiazuron 51707-55-2 (\181g/l),micrograms/litre,Thidiazuron 51707-55,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4633,Fluazifop-P-butyl 79241-46-6 (\181g/l),micrograms/litre,Fluazifop-P-butyl 79,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4634,Bromacil 314-40-9 (\181g/l),micrograms/litre,Bromacil 314-40-9 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4635,Butachlor 23184-66-9 (\181g/l),micrograms/litre,Butachlor 23184-66-9,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4636,Pendimethalin 40487-42-1 (\181g/l),micrograms/litre,Pendimethalin 40487-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4637,Metolachlor 51218-45-2 (\181g/l),micrograms/litre,Metolachlor 51218-45,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4638,Haloxyfop ??? (\181g/l),micrograms/litre,Haloxyfop ??? (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4639,Dimethipin ??? (\181g/l),micrograms/litre,Dimethipin ??? (\181g/l,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4640,Molinate 2212-67-1 (\181g/l),micrograms/litre,Molinate 2212-67-1 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4821,Chlorothalonil 1897-45-6 (\181g/l),micrograms/litre,Chlorothalonil 1897-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4822,Chloranil 118-75-2 (\181g/l),micrograms/litre,Chloranil 118-75-2 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4823,Iprodione 36734-19-7 (\181g/l),micrograms/litre,Iprodione 36734-19-7,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4824,Maneb 12427-38-2 (\181g/l),micrograms/litre,Maneb 12427-38-2 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4825,Zineb 12122-67-7 (\181g/l),micrograms/litre,Zineb 12122-67-7 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4826,Thiram 137-26-8 (\181g/l),micrograms/litre,Thiram 137-26-8 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4827,Benomyl 17804-35-2 (\181g/l),micrograms/litre,Benomyl 17804-35-2 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4828,Captan 133-06-2 (\181g/l),micrograms/litre,Captan 133-06-2 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
4829,Baytan 55219-65-3 (\181g/l),micrograms/litre,Baytan 55219-65-3 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5001,Total Chlorophenol (mg/l),mg/l,Total Chlorophenol (,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5002,Total Chlorophenol (\181g/l),micrograms/litre,Total Chlorophenol (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5021,Phenol 108-95-2 (\181g/l),micrograms/litre,Phenol 108-95-2 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5022,2\0444-Dimethylphenol 105-67-9 (\181g/l),micrograms/litre,2\0444-Dimethylphenol 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5023,4-Chloro-3-Methylphenol 59-50-7 (\181g/l),micrograms/litre,4-Chloro-3-Methylphe,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5024,2-Chlorophenol 95-57-8 (\181g/l),micrograms/litre,2-Chlorophenol 95-57,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5025,2\0444-Dichlorophenol 120-83-2 (\181g/l),micrograms/litre,2\0444-Dichlorophenol 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5026,2\0446-Dichlorophenol 87-65-0 (\181g/l),micrograms/litre,2\0446-Dichlorophenol 8,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5027,2-Fluorophenol 367-12-4 (\181g/l),micrograms/litre,2-Fluorophenol 367-1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5028,2-Nitrophenol 88-75-5 (\181g/l),micrograms/litre,2-Nitrophenol 88-75-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5029,4-Nitrophenol 554-84-7 (\181g/l),micrograms/litre,4-Nitrophenol 554-84,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5030,2\0444-Dinitrophenol 51-28-5 (\181g/l),micrograms/litre,2\0444-Dinitrophenol 51,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5031,2\0444\0446-Trichlorophenol 88-06-2 (\181g/l),micrograms/litre,2\0444\0446-Trichloropheno,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5032,Pentachlorophenol 87-86-5 (\181g/l),micrograms/litre,Pentachlorophenol 87,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5201,Total Polycyclic Aromatic Hydroc (mg/l),mg/l,Total Polycyclic Aro,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5202,Total Polycyclic Aromatic Hydroc (\181g/l),micrograms/litre,Total Polycyclic Aro,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5221,Acenaphthene 83-32-9 (\181g/l),micrograms/litre,Acenaphthene 83-32-9,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5222,Acenaphthylene 208-96-8 (\181g/l),micrograms/litre,Acenaphthylene 208-9,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5223,Anthracene 120-12-7 (\181g/l),micrograms/litre,Anthracene 120-12-7,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5224,Benzo(a)anthracene 56-33-3 (\181g/l),micrograms/litre,Benzo(a)anthracene 5,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5225,Benzo(a)pyrene 50-32-8 (\181g/l),micrograms/litre,Benzo(a)pyrene 50-32,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5226,Benzo(b)fluoranthene 205-99-2 (\181g/l),micrograms/litre,Benzo(b)fluoranthene,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5227,Benzo(j)fluoranthene ??? (\181g/l),micrograms/litre,Benzo(j)fluoranthene,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5228,Benzo(k)fluoranthene 207-08-9 (\181g/l),micrograms/litre,Benzo(k)fluoranthene,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5229,Benzo(ghi)perylene 191-24-2 (\181g/l),micrograms/litre,Benzo(ghi)perylene 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5230,Chrysene 218-01-9 (\181g/l),micrograms/litre,Chrysene 218-01-9 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5231,Dibenz(a\044h)acridine ??? (\181g/l),micrograms/litre,Dibenz(a\044h)acridine,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5232,Dibenz(a\044j)acridine 224-42-0 (\181g/l),micrograms/litre,Dibenz(a\044j)acridine,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5233,Dibenz(a\044h)anthracene 53-70-3 (\181g/l),micrograms/litre,Dibenz(a\044h)anthracen,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5234,7H-Dibenzo(c\044g)carbazole ??? (\181g/l),micrograms/litre,7H-Dibenzo(c\044g)carba,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5235,Dibenzo(a\044e)pyrene 192-65-4 (\181g/l),micrograms/litre,Dibenzo(a\044e)pyrene 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5236,Dibenzo(a\044h)pyrene ??? (\181g/l),micrograms/litre,Dibenzo(a\044h)pyrene ?,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5237,Dibenzo(a\044i)pyrene ??? (\181g/l),micrograms/litre,Dibenzo(a\044i)pyrene ?,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5238,Fluoranthene 206-44-0 (\181g/l),micrograms/litre,Fluoranthene 206-44-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5239,Fluorene 80-73-7 (\181g/l),micrograms/litre,Fluorene 80-73-7 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5240,Indeno(1\0442\0443-cd)pyrene 193-39-5 (\181g/l),micrograms/litre,Indeno(1\0442\0443-cd)pyre,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
